Ensemble member,year,Heatwave number (clusterID),day 0 (index),start date,end date,duration in days,maximum spatial extent in km2,cumulative_heat_index (C*km2),peak intensity (max(sum(temp) per day)),peak intensity day,average daily temp (mean(mean C per day)),average daily temp (mean of all temperatures),"spatial range (lon_min, lon_max, lat_min, lat_max)",midpoint tracker
0,2001,7,46,2001-08-16,2001-08-24,9,982184,82660998.9,5085.7,08-19,19.23,20.54,"(-9.84375, 1.40625, 36.1402713807781, 54.3858129450494)","(-7.3828125, 50.05834755676785)(-4.5703125, 44.71384898891956)(-4.5703125, 45.263045959597314)(-4.21875, 45.263045959597314)(-4.5703125, 46.66654963486444)(-4.921875, 47.524245908333825)(-5.9765625, 50.23910282473739)(-6.2578125, 50.87705832835813)(-8.7890625, 52.9823116580891)"
0,2002,-1 (NOISE), , , , , , , , , , , , 
0,2002,0,5,2002-07-06,2002-07-12,7,511593,46741547.2,2699.53,07-09,21.65,21.79,"(-7.734375, 5.625, 38.9472804370071, 48.0700542447729)","(-5.9765625, 41.05253672661284)(-3.8671875, 42.45604048095604)(-1.7578125, 43.157792260166396)(-0.703125, 43.50866811620972)(-0.703125, 43.859544091533)(-0.4963235294117647, 43.859544091533)(-0.1622596153846154, 43.157792448947724)"
0,2002,1,17,2002-07-18,2002-07-24,7,236207,28983191.22,1373.82,07-21,26.97,27.11,"(-9.140625, -4.921875, 38.2455282337738, 43.1577926653356)","(-8.0859375, 40.350784614835014)(-7.3828125, 40.350784614835014)(-7.3828125, 40.70166062114758)(-7.03125, 40.70166062114758)(-7.03125, 40.70166062114758)(-6.6796875, 41.052536676486696)(-7.03125, 41.75428874036156)"
0,2002,2,32,2002-08-02,2002-08-01,7,185102,18416176.14,1089.82,07-31,23.04,24.94,"(-8.4375, -3.515625, 38.2455282337738, 43.1577926653356)","(-5.625, 42.45604073820943)(-4.921875, 42.8069167109228)(-6.6796875, 40.35078466271226)(-5.9765625, 39.99990859122252)(-5.9765625, 40.35078466271226)(-5.9765625, 40.70166062114758)(-5.625, 41.40341271639997)"
0,2002,3,32,2002-08-02,2002-08-06,5,438212,18342945.72,1569.69,08-05,15.98,15.4,"(-4.21875, 8.4375, 43.8595445166024, 51.5788101317764)","(-1.0546875, 46.666551262548005)(-1.40625, 46.31567531187936)(0.703125, 47.368302416002685)(2.4609375, 47.71917805898383)(5.2734375, 49.12268101908704)"
0,2002,4,33,2002-08-03,2002-08-05,3,72494,2162970.9,262.38,08-04,14.3,13.83,"(-2.8125, 1.40625, 50.1753080588334, 52.2805610111665)","(-0.703125, 51.578810078454794)(-0.703125, 51.22793458687985)(-0.703125, 51.22793458687985)"
0,2002,5,51,2002-08-21,2002-08-23,3,154263,11515051.41,942.92,08-22,27.97,28.0,"(-8.4375, -4.921875, 38.2455282337738, 41.7542887927827)","(-6.6796875, 39.99990859122252)(-6.6796875, 39.99990859122252)(-6.6796875, 39.99990859122252)"
0,2002,6,52,2002-08-22,2002-08-24,3,44339,3268793.37,248.51,08-23,27.66,27.65,"(-7.03125, -5.625, 35.4385190210863, 36.8420237038942)","(-6.6796875, 36.140271368586205)(-6.328125, 36.140271368586205)(-6.328125, 36.140271368586205)"
0,2003,-1 (NOISE), , , , , , , , , , , , 
0,2003,0,2,2003-07-03,2003-07-08,6,272584,14869858.79,1059.45,07-06,14.46,14.3,"(-9.84375, 0.703125, 50.8770591457431, 54.3858129450494)","(-8.4375, 51.92968557147145)(-6.6796875, 52.9823116580891)(-5.2734375, 52.63143623936477)(-5.2734375, 52.63143623936477)(-4.5703125, 52.63143623936477)(-3.1640625, 52.9823116580891)"
0,2003,1,3,2003-07-04,2003-07-06,3,41403,2687711.44,228.11,07-04,25.44,25.41,"(-6.328125, -4.921875, 40.3507847105177, 41.7542887927827)","(-5.625, 41.052536759987404)(-5.625, 41.052536759987404)(-5.2734375, 41.052536759987404)"
0,2003,2,12,2003-07-13,2003-07-15,3,220281,7863952.37,840.68,07-14,14.07,14.1,"(-9.140625, 0.703125, 50.8770591457431, 54.3858129450494)","(-4.921875, 52.63143623936477)(-4.5703125, 52.63143623936477)(-3.515625, 52.63143623936477)"
0,2003,3,16,2003-07-17,2003-07-21,5,195703,18545560.06,1192.58,07-18,26.84,27.7,"(-9.140625, -4.921875, 35.4385190210863, 41.7542887927827)","(-6.6796875, 38.59640416418931)(-7.03125, 38.59640416418931)(-7.03125, 38.59640416418931)(-7.3828125, 37.543775948850524)(-7.3828125, 36.84202369115724)"
0,2003,4,19,2003-07-20,2003-07-22,3,108967,8630277.7,665.85,07-22,27.51,27.52,"(-8.4375, -4.21875, 40.3507847105177, 43.1577926653356)","(-6.328125, 41.75428874036156)(-6.328125, 41.75428874036156)(-6.328125, 41.75428874036156)"
0,2003,5,19,2003-07-20,2003-07-22,3,158684,8165412.73,872.18,07-21,21.9,22.22,"(-4.21875, 2.109375, 44.5612963074929, 48.0700542447729)","(-1.40625, 47.01742700810422)(-1.0546875, 46.31567539582113)(-1.0546875, 46.31567539582113)"
0,2003,6,20,2003-07-21,2003-07-23,3,48436,3256578.71,300.84,07-22,26.24,26.44,"(-1.40625, 0.703125, 43.1577926653356, 44.5612963074929)","(-0.3515625, 43.859544496476964)(-0.3515625, 43.859544496476964)(-0.3515625, 43.859544496476964)"
0,2003,7,34,2003-08-04,2003-08-06,3,140916,4071009.81,495.61,08-05,13.33,13.38,"(-6.328125, -0.703125, 50.8770591457431, 54.3858129450494)","(-3.3984375, 51.92968551659975)(-3.515625, 52.63143623936477)(-3.8671875, 52.63143623936477)"
0,2003,8,47,2003-08-17,2003-08-21,5,192208,15415434.94,1100.62,08-20,23.23,24.56,"(10.546875, 14.765625, 41.0525367766618, 46.6665512870549)","(13.7109375, 45.96479967268973)(13.0078125, 44.561296180572874)(13.0078125, 44.2104202570991)(12.65625, 43.85954431482829)(12.65625, 43.50866844329996)"
0,2003,9,54,2003-08-24,2003-08-29,6,453859,40897653.13,2429.9,08-27,25.86,25.45,"(-7.03125, 2.109375, 35.4385190210863, 42.45604075651)","(-4.5703125, 36.140271368586205)(-4.921875, 38.245528094345595)(-2.8125, 38.94728021803664)(-2.4609375, 38.94728021803664)(-2.4609375, 38.94728021803664)(-1.40625, 38.59640416418931)"
0,2003,10,56,2003-08-26,2003-08-29,4,69016,6788182.85,380.94,08-28,27.55,27.55,"(0.0, 2.8125, 35.4385190210863, 36.8420237038942)","(1.40625, 36.140271368586205)(1.40625, 36.140271368586205)(1.40625, 36.140271368586205)(1.40625, 36.140271368586205)"
0,2003,11,59,2003-08-29,2003-08-31,3,57492,4121669.19,332.14,08-30,27.83,27.72,"(12.65625, 14.765625, 37.5437759887994, 38.9472804370071)","(13.7109375, 38.2455282198601)(13.7109375, 38.2455282198601)(13.7109375, 37.894652111286604)"
0,2004,-1 (NOISE), , , , , , , , , , , , 
0,2004,0,3,2004-07-04,2004-07-07,4,88421,6851310.8,457.81,07-06,24.09,24.12,"(7.734375, 9.84375, 38.9472804370071, 41.7542887927827)","(8.7890625, 40.35078466271226)(8.7890625, 40.35078466271226)(8.7890625, 40.35078466271226)(8.7890625, 40.35078466271226)"
0,2004,1,3,2004-07-04,2004-07-10,7,281862,23753061.89,1417.52,07-06,24.31,23.46,"(9.84375, 14.765625, 40.3507847105177, 48.0700542447729)","(13.0078125, 43.50866856148522)(12.3046875, 44.56129598934721)(12.3046875, 44.21042004944476)(13.0078125, 43.50866835439724)(13.7109375, 42.806916570115014)(13.7109375, 43.50866851229011)(13.7109375, 43.85954445619158)"
0,2004,2,5,2004-07-06,2004-07-10,5,72277,7976612.81,407.25,07-09,26.68,26.73,"(12.65625, 14.765625, 36.8420237038942, 38.9472804370071)","(13.359375, 38.2455282198601)(13.7109375, 37.894652090868625)(13.7109375, 37.894652090868625)(13.7109375, 37.894652090868625)(13.7109375, 37.894652090868625)"
0,2004,3,32,2004-08-02,2004-08-01,6,475601,47174435.09,2366.84,08-02,25.11,24.14,"(-9.84375, -0.703125, 35.4385190210863, 43.1577926653356)","(-5.625, 39.649032367513854)(-5.625, 39.298156255311554)(-4.5703125, 39.298156255311554)(-4.21875, 38.94728029120076)(-4.21875, 37.894652090868625)(-5.9765625, 39.29815633773168)"
0,2004,4,41,2004-08-11,2004-08-14,4,62139,5001221.94,289.47,08-12,22.12,22.17,"(-9.84375, -8.4375, 36.8420237038942, 39.649032596592)","(-9.140625, 38.2455281920133)(-9.140625, 38.2455281920133)(-9.140625, 37.894652090868625)(-9.140625, 37.54377597548913)"
0,2004,5,57,2004-08-27,2004-08-31,5,73898,8187828.55,424.31,08-30,28.79,28.64,"(9.140625, 11.953125, 35.4385190210863, 36.8420237038942)","(9.84375, 36.140271368586205)(10.1953125, 36.140271368586205)(10.546875, 36.140271368586205)(10.546875, 36.140271368586205)(10.546875, 36.140271368586205)"
0,2004,6,59,2004-08-29,2004-08-31,3,43119,3070973.04,250.64,08-31,27.86,27.83,"(13.359375, 14.765625, 37.5437759887994, 38.9472804370071)","(14.0625, 37.894652111286604)(14.0625, 38.2455282198601)(14.0625, 38.2455282198601)"
0,2005,-1 (NOISE), , , , , , , , , , , , 
0,2005,0,3,2005-07-04,2005-07-06,3,49254,3087283.19,253.0,07-05,22.25,22.26,"(2.8125, 4.21875, 41.7542887927827, 43.8595445166024)","(3.515625, 42.806916682807675)(3.515625, 42.806916682807675)(3.515625, 42.806916682807675)"
0,2005,1,4,2005-07-05,2005-07-08,4,61392,4514726.75,313.2,07-06,23.87,23.9,"(-0.703125, 1.40625, 38.2455282337738, 40.3507847105177)","(0.3515625, 39.64903258137227)(0.3515625, 39.29815649447265)(0.3515625, 39.29815649447265)(0.0, 38.596404335390446)"
0,2005,2,8,2005-07-09,2005-07-08,3,39587,2685642.4,232.92,07-10,25.4,25.45,"(13.359375, 14.765625, 43.1577926653356, 44.5612963074929)","(14.0625, 43.859544496476964)(14.0625, 43.859544496476964)(14.0625, 43.859544496476964)"
0,2005,3,12,2005-07-13,2005-07-18,6,53658,6047948.77,291.65,07-14,26.97,26.94,"(12.65625, 14.765625, 36.1402713807781, 37.5437759887994)","(13.7109375, 36.84202369115724)(13.7109375, 36.84202369115724)(13.7109375, 36.84202369115724)(13.359375, 36.84202369115724)(13.359375, 36.84202369115724)(13.359375, 36.84202369115724)"
0,2005,4,12,2005-07-13,2005-07-17,5,205092,16643232.53,1199.88,07-16,25.48,26.02,"(7.734375, 13.359375, 38.9472804370071, 43.8595445166024)","(8.0859375, 40.35078469459051)(10.546875, 41.40341265650116)(10.1953125, 41.40341265650116)(10.546875, 41.40341265650116)(10.8984375, 41.40341271639997)"
0,2005,5,12,2005-07-13,2005-07-18,6,1017473,54386728.3,4663.74,07-15,20.35,18.62,"(-1.40625, 14.765625, 43.1577926653356, 54.3858129450494)","(1.40625, 48.07005383556396)(6.6796875, 49.122680304154684)(7.734375, 49.122680304154684)(10.8984375, 49.122680304154684)(13.359375, 46.466050071137815)(14.0625, 43.859544496476964)"
0,2005,6,13,2005-07-14,2005-07-18,5,127912,14796008.99,800.2,07-15,30.6,30.67,"(4.921875, 9.84375, 35.4385190210863, 37.5437759887994)","(7.3828125, 36.491147523639505)(7.3828125, 36.491147523639505)(7.3828125, 36.140271368586205)(7.3828125, 36.140271368586205)(8.4375, 36.140271368586205)"
0,2005,7,13,2005-07-14,2005-07-16,3,100171,5150342.97,491.84,07-15,21.2,21.06,"(4.21875, 7.734375, 43.1577926653356, 45.9647996959973)","(6.328125, 44.561296244089036)(5.9765625, 44.561296244089036)(6.328125, 43.859544496476964)"
0,2005,8,16,2005-07-17,2005-07-16,3,36852,2981707.71,234.75,07-17,28.08,28.14,"(13.359375, 14.765625, 40.3507847105177, 41.7542887927827)","(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)"
0,2005,9,16,2005-07-17,2005-07-16,3,43119,3063379.9,256.19,07-17,27.7,27.82,"(13.359375, 14.765625, 37.5437759887994, 38.9472804370071)","(14.0625, 38.2455282198601)(14.0625, 38.2455282198601)(14.0625, 38.2455282198601)"
0,2005,10,22,2005-07-23,2005-07-31,9,739037,93671203.6,3501.47,07-28,23.13,22.12,"(-7.734375, 12.65625, 35.4385190210863, 47.3683028045918)","(-5.625, 39.99990859122252)(-3.5795454545454546, 40.877098576417254)(1.40625, 42.10516434286747)(2.475, 41.754288300269245)(2.8125, 41.05253617093548)(3.515625, 41.403412095027505)(3.8671875, 41.403412095027505)(3.1640625, 41.05253617093548)(3.59375, 41.052536424691276)"
0,2005,11,25,2005-07-26,2005-08-01,7,253622,28448280.26,1402.78,07-30,24.25,24.52,"(8.4375, 14.765625, 38.9472804370071, 44.5612963074929)","(12.65625, 42.80691663589757)(13.0078125, 42.80691663589757)(11.953125, 41.754288617722466)(11.6015625, 41.754288617722466)(11.6015625, 41.754288617722466)(11.6015625, 41.754288617722466)(10.1953125, 40.70166067834521)"
0,2005,12,32,2005-08-02,2005-08-01,7,185046,20833238.8,1029.08,07-31,26.76,26.85,"(9.84375, 14.765625, 35.4385190210863, 38.9472804370071)","(13.0078125, 37.19289979422315)(13.0078125, 36.140271368586205)(13.0078125, 36.140271368586205)(13.0078125, 36.84202366566636)(12.65625, 37.19289979422315)(12.3046875, 37.19289979422315)(12.3046875, 37.19289979422315)"
0,2005,13,52,2005-08-22,2005-08-24,3,54236,3751541.66,298.63,08-24,26.12,26.23,"(7.734375, 9.84375, 35.4385190210863, 36.8420237038942)","(8.7890625, 36.140271368586205)(8.7890625, 36.140271368586205)(8.7890625, 36.140271368586205)"
0,2006,-1 (NOISE), , , , , , , , , , , , 
0,2006,0,41,2006-08-11,2006-08-17,7,304301,33147207.31,1476.93,08-13,22.59,22.19,"(-9.84375, -3.515625, 36.8420237038942, 43.8595445166024)","(-8.4375, 40.70166062114758)(-6.6796875, 39.99990846618743)(-6.6796875, 40.350784470770606)(-6.6796875, 40.350784470770606)(-7.3828125, 40.350784470770606)(-7.734375, 39.649032444059856)(-7.03125, 38.2455282198601)"
0,2006,1,43,2006-08-13,2006-08-15,3,92957,4989613.24,493.87,08-14,22.38,22.25,"(-1.40625, 2.109375, 44.5612963074929, 47.3683028045918)","(0.3515625, 45.964799626030775)(0.3515625, 45.964799626030775)(0.703125, 45.61392383139052)"
0,2006,2,55,2006-08-25,2006-08-29,5,348534,28442342.25,1672.58,08-27,23.94,23.3,"(-9.84375, -2.109375, 35.4385190210863, 42.45604075651)","(-3.8671875, 38.596404278430704)(-5.2734375, 37.894652009056074)(-5.9765625, 38.59640416418931)(-7.03125, 38.94728021803664)(-7.3828125, 39.649032444059856)"
0,2006,3,57,2006-08-27,2006-08-29,3,70620,2943090.54,307.43,08-28,18.71,18.65,"(-0.703125, 2.8125, 45.9647996959973, 48.0700542447729)","(0.3515625, 47.36830277880653)(0.703125, 47.01742700810422)(1.0546875, 47.01742700810422)"
0,2007,-1 (NOISE), , , , , , , , , , , , 
0,2007,0,0,2007-07-01,2007-07-11,11,961057,86471429.02,4105.01,07-03,15.75,15.76,"(-7.03125, 14.765625, 45.9647996959973, 54.3858129450494)","(3.8671875, 50.877058638573686)(3.8671875, 50.52618302594712)(3.8671875, 50.175307385181746)(4.21875, 50.175307385181746)(4.21875, 50.175307385181746)(3.8671875, 50.175307385181746)(3.364955357142857, 48.77180543155999)(-2.8125, 49.47355653593059)(-2.4609375, 49.82443209415758)(-2.8125, 49.82443209415758)(-3.515625, 49.356598134467994)"
0,2007,1,8,2007-07-09,2007-07-12,4,69729,5822825.62,398.99,07-10,26.1,26.11,"(9.140625, 10.546875, 38.9472804370071, 41.7542887927827)","(9.84375, 41.052536759987404)(9.84375, 40.35078466271226)(9.84375, 40.35078466271226)(9.84375, 40.35078466271226)"
0,2007,2,9,2007-07-10,2007-07-12,3,57951,4399687.98,312.72,07-12,26.08,26.07,"(11.25, 13.359375, 36.8420237038942, 38.9472804370071)","(12.3046875, 37.894652090868625)(12.3046875, 37.894652090868625)(12.3046875, 37.894652090868625)"
0,2007,3,10,2007-07-11,2007-07-17,7,371196,20608187.42,1469.88,07-15,14.79,14.58,"(-9.84375, 3.515625, 50.1753080588334, 54.3858129450494)","(-3.8671875, 50.52618360228825)(-5.2734375, 52.280560785003146)(-4.921875, 52.280560785003146)(-4.5703125, 52.280560785003146)(-3.1640625, 52.280560785003146)(-2.4609375, 52.280560785003146)(1.0546875, 52.280560973551964)"
0,2007,4,20,2007-07-21,2007-07-23,3,73898,4987907.85,417.45,07-21,27.21,27.4,"(0.703125, 3.515625, 35.4385190210863, 36.8420237038942)","(2.109375, 36.140271368586205)(2.109375, 36.140271368586205)(2.109375, 36.49114754233615)"
0,2007,5,20,2007-07-21,2007-07-28,8,102738,15487087.17,533.34,07-26,26.44,26.32,"(10.546875, 14.0625, 35.4385190210863, 38.2455282337738)","(12.65625, 36.140271368586205)(12.65625, 36.140271368586205)(12.65625, 36.84202366566636)(12.3046875, 36.84202366566636)(11.953125, 36.84202366566636)(11.953125, 36.84202366566636)(11.953125, 36.491147523639505)(11.953125, 35.789395200932205)"
0,2007,6,21,2007-07-22,2007-07-26,5,54192,5970762.23,322.87,07-24,27.34,27.53,"(-5.625, -3.515625, 35.4385190210863, 36.8420237038942)","(-4.21875, 36.140271368586205)(-4.5703125, 36.140271368586205)(-4.5703125, 36.140271368586205)(-4.21875, 36.140271368586205)(-4.21875, 36.140271368586205)"
0,2007,7,21,2007-07-22,2007-07-24,3,54611,3743174.57,327.75,07-22,26.34,26.51,"(11.953125, 14.0625, 41.0525367766618, 42.45604075651)","(13.0078125, 41.754288775318166)(13.0078125, 41.754288775318166)(13.0078125, 41.754288775318166)"
0,2007,8,24,2007-07-25,2007-07-24,4,42274,3844066.35,217.16,07-23,25.65,25.54,"(9.140625, 10.546875, 38.9472804370071, 40.3507847105177)","(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)"
0,2007,9,29,2007-07-30,2007-08-01,3,39412,2932606.56,210.05,08-01,25.84,25.87,"(-4.921875, -3.515625, 35.4385190210863, 36.8420237038942)","(-4.21875, 36.140271368586205)(-4.21875, 36.140271368586205)(-4.21875, 36.140271368586205)"
0,2007,10,29,2007-07-30,2007-08-01,3,36852,2641506.35,196.95,07-31,25.04,24.95,"(-1.40625, 0.0, 40.3507847105177, 41.7542887927827)","(-0.703125, 41.052536759987404)(-0.703125, 41.052536759987404)(-0.703125, 41.052536759987404)"
0,2007,11,32,2007-08-02,2007-08-01,4,94929,9515956.77,590.97,08-03,26.9,27.1,"(-2.109375, 1.40625, 37.5437759887994, 40.3507847105177)","(-0.3515625, 38.947280393338005)(-0.3515625, 38.947280393338005)(-1.0546875, 38.947280393338005)(-0.3515625, 38.947280393338005)"
0,2007,12,32,2007-08-02,2007-08-01,4,147544,11322129.18,889.69,08-03,25.66,26.11,"(11.25, 14.765625, 41.0525367766618, 44.5612963074929)","(13.0078125, 42.80691663589757)(13.0078125, 42.80691663589757)(13.0078125, 42.80691663589757)(12.65625, 43.157792607744724)"
0,2007,13,32,2007-08-02,2007-08-01,3,169335,7490476.91,713.75,08-02,18.55,17.83,"(7.03125, 14.765625, 44.5612963074929, 47.3683028045918)","(11.25, 45.964799626030775)(11.6015625, 45.61392383139052)(10.8984375, 45.964799626030775)"
0,2007,14,32,2007-08-02,2007-08-05,4,131392,11653612.07,792.61,08-04,27.87,28.17,"(10.546875, 14.0625, 35.4385190210863, 38.9472804370071)","(12.3046875, 36.84202366566636)(12.3046875, 37.19289979422315)(12.3046875, 37.19289979422315)(12.3046875, 37.19289979422315)"
0,2007,15,32,2007-08-02,2007-08-04,3,83820,5927864.08,499.69,08-03,27.0,27.07,"(8.4375, 10.546875, 38.9472804370071, 41.7542887927827)","(9.4921875, 40.35078466271226)(9.4921875, 40.35078466271226)(9.4921875, 40.35078466271226)"
0,2007,16,35,2007-08-05,2007-08-07,3,56648,3030915.88,256.24,08-06,21.32,21.41,"(-9.84375, -8.4375, 38.2455282337738, 40.3507847105177)","(-9.140625, 39.64903258137227)(-9.140625, 39.29815649447265)(-9.140625, 39.29815649447265)"
0,2007,17,42,2007-08-12,2007-08-15,4,231336,17240012.01,1211.43,08-14,24.75,24.12,"(9.140625, 14.765625, 41.0525367766618, 46.6665512870549)","(11.953125, 43.50866851229011)(12.3046875, 43.85954431482829)(11.953125, 43.85954431482829)(12.3046875, 43.50866844329996)"
0,2007,18,43,2007-08-13,2007-08-16,4,136868,12579318.87,784.48,08-14,27.87,27.96,"(10.546875, 14.765625, 35.4385190210863, 38.2455282337738)","(13.0078125, 36.84202366566636)(12.65625, 36.84202366566636)(12.65625, 36.84202366566636)(13.0078125, 36.84202366566636)"
0,2007,19,47,2007-08-17,2007-08-23,7,139619,16319677.73,827.61,08-21,24.91,25.85,"(-9.84375, -5.625, 36.1402713807781, 41.0525367766618)","(-7.03125, 40.35078469459051)(-6.6796875, 39.64903255091048)(-7.03125, 38.59640422850302)(-7.734375, 38.245528150194616)(-7.734375, 37.89465205680744)(-8.0859375, 37.894652090868625)(-8.7890625, 37.54377597548913)"
0,2008,-1 (NOISE), , , , , , , , , , , , 
0,2008,0,7,2008-07-08,2008-07-12,5,152723,16641093.41,860.61,07-11,27.31,27.24,"(0.0, 7.03125, 35.4385190210863, 36.8420237038942)","(2.4609375, 36.140271368586205)(2.8125, 36.140271368586205)(3.515625, 36.140271368586205)(3.515625, 36.140271368586205)(3.515625, 36.140271368586205)"
0,2008,1,7,2008-07-08,2008-07-18,11,467938,61958186.19,2337.14,07-11,24.75,23.79,"(5.625, 14.765625, 39.649032596592, 47.3683028045918)","(11.25, 42.806916682807675)(10.546875, 43.157792550057486)(10.1953125, 43.508668245429675)(10.1953125, 43.508668245429675)(10.8984375, 43.508668245429675)(11.6015625, 42.806916570115014)(11.6015625, 42.10516470306837)(10.8984375, 43.50866835439724)(11.25, 43.50866835439724)(11.25, 42.806916570115014)(8.7890625, 43.50866856148522)"
