Ensemble member,year,Heatwave number (clusterID),day 0 (index),start date,end date,duration in days,maximum spatial extent in km2,cumulative_heat_index (C*km2),peak intensity (max(sum(temp) per day)),peak intensity day,average daily temp (mean(mean C per day)),average daily temp (mean of all temperatures),"spatial range (lon_min, lon_max, lat_min, lat_max)",midpoint tracker
0,2000,9,59,2000-08-29,2000-08-31,3,41701,1896895.67,230.45,08-31,20.65,20.82,"(-4.921875, -2.109375, 50.8770591457431, 52.2805610111665)","(-3.8671875, 50.8770591457431)(-3.515625, 51.578810096228665)(-3.515625, 51.578810096228665)"
0,2001,-1 (NOISE), , , , , , , , , , , , 
0,2001,0,0,2001-07-01,2001-07-09,9,396621,62045337.96,2012.14,07-02,26.47,26.21,"(0.0, 14.765625, 35.4385190210863, 38.9472804370071)","(7.3828125, 37.19289979422315)(7.3828125, 37.19289979422315)(7.3828125, 37.19289979422315)(7.59375, 37.19289979422315)(8.4375, 37.19289979422315)(11.953125, 37.19289979422315)(11.953125, 37.19289979422315)(12.65625, 37.19289979422315)(12.65625, 37.19289979422315)"
0,2001,1,0,2001-07-01,2001-07-09,9,1313160,175137722.15,6414.45,07-02,23.8,22.98,"(-3.515625, 14.765625, 36.8420237038942, 50.1753080588334)","(5.625, 42.45604009137668)(5.625, 43.50866760460803)(5.625, 43.50866760460803)(5.9765625, 43.15779179122775)(5.9765625, 43.15779179122775)(6.328125, 43.15779179122775)(8.4765625, 42.80691625828121)(10.8984375, 42.45604048095604)(12.041015625, 41.754288617722466)"
0,2001,2,19,2001-07-20,2001-07-23,4,142835,7147853.63,723.16,07-22,20.58,20.87,"(-1.40625, 6.328125, 46.6665512870549, 49.4735568764181)","(0.3515625, 48.42092988232212)(1.40625, 48.070054163268686)(2.4609375, 48.070054163268686)(4.21875, 48.070054217623465)"
0,2001,3,20,2001-07-21,2001-07-23,3,248319,11269097.72,1324.04,07-22,19.29,19.38,"(2.8125, 11.25, 49.4735568764181, 54.3858129450494)","(6.328125, 51.92968529643001)(7.03125, 51.92968529643001)(8.0859375, 51.92968529643001)"
0,2001,4,21,2001-07-22,2001-07-24,3,90327,5845858.47,575.09,07-23,28.27,28.26,"(8.4375, 13.359375, 43.8595445166024, 45.9647996959973)","(9.84375, 44.9121721387774)(10.8984375, 44.9121721387774)(11.6015625, 44.9121721387774)"
0,2001,5,24,2001-07-25,2001-07-27,3,70881,4479000.23,408.34,07-27,24.52,24.92,"(-8.4375, -6.328125, 38.2455282337738, 40.3507847105177)","(-7.734375, 39.29815649447265)(-7.3828125, 39.29815649447265)(-7.3828125, 39.29815649447265)"
0,2001,6,32,2001-08-02,2001-08-01,8,1015159,110118706.7,5452.49,08-02,26.41,25.51,"(-6.328125, 14.765625, 35.4385190210863, 47.3683028045918)","(4.21875, 41.05253617093548)(4.921875, 41.403412095027505)(5.197010869565218, 41.05253617093548)(13.359375, 42.80691663589757)(9.84375, 45.26304801283573)(10.8984375, 45.61392383139052)(4.21875, 41.40341224280105)(4.21875, 41.75428815820051)"
0,2001,7,32,2001-08-02,2001-08-01,3,44339,3349774.71,272.33,08-03,30.95,30.84,"(0.703125, 2.109375, 35.4385190210863, 36.8420237038942)","(1.40625, 36.140271368586205)(1.40625, 36.140271368586205)(1.40625, 35.789395200932205)"
0,2001,8,32,2001-08-02,2001-08-04,3,42274,2951989.32,240.81,08-03,27.34,27.31,"(8.4375, 9.84375, 38.9472804370071, 40.3507847105177)","(9.4921875, 39.64903258137227)(9.140625, 39.64903258137227)(9.140625, 39.64903258137227)"
0,2001,9,34,2001-08-04,2001-08-06,3,58043,4341330.61,348.54,08-05,29.04,28.93,"(12.65625, 14.765625, 36.8420237038942, 38.2455282337738)","(13.7109375, 37.54377597548913)(13.7109375, 37.54377597548913)(13.7109375, 37.192899846346805)"
0,2001,10,37,2001-08-07,2001-08-17,11,770510,142117454.37,4521.03,08-09,25.47,25.57,"(-6.328125, 14.765625, 35.4385190210863, 48.7718056035057)","(2.9723011363636362, 42.80691625828121)(4.921875, 43.50866796651347)(4.5703125, 43.50866796651347)(4.5703125, 42.80691625828121)(4.21875, 41.403412372641704)(4.143415178571429, 40.350784261523394)(-2.4609375, 38.59640416418931)(-1.7578125, 39.298156255311554)(-2.109375, 38.94728021803664)(-2.109375, 39.298156255311554)(-0.703125, 39.649032444059856)"
0,2001,11,41,2001-08-11,2001-08-13,3,37624,2967085.16,246.8,08-11,27.33,27.42,"(9.140625, 10.546875, 38.9472804370071, 40.3507847105177)","(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)"
0,2001,12,43,2001-08-13,2001-08-19,7,131438,14424887.13,762.87,08-18,27.52,27.69,"(10.546875, 14.0625, 35.4385190210863, 38.9472804370071)","(12.65625, 37.54377597548913)(12.3046875, 37.19289982681138)(12.65625, 37.19289982681138)(12.3046875, 37.40342547691216)(12.3046875, 36.84202366566636)(12.3046875, 37.19289979422315)(12.65625, 36.140271368586205)"
0,2001,13,48,2001-08-18,2001-08-17,3,56365,4169524.92,336.95,08-18,27.68,27.71,"(8.4375, 10.546875, 38.9472804370071, 40.3507847105177)","(9.4921875, 39.64903258137227)(9.4921875, 39.64903258137227)(9.4921875, 39.64903258137227)"
0,2002,-1 (NOISE), , , , , , , , , , , , 
0,2002,0,0,2002-07-01,2002-07-03,3,80675,3664541.87,450.29,07-01,19.68,19.61,"(11.953125, 14.765625, 51.5788101317764, 54.3858129450494)","(13.359375, 52.9823116580891)(13.359375, 52.9823116580891)(14.4140625, 53.33318703966727)"
0,2002,1,9,2002-07-10,2002-07-12,3,159021,6636099.63,592.72,07-11,16.54,16.8,"(-4.921875, 0.0, 40.3507847105177, 43.1577926653356)","(-2.4609375, 41.75428874036156)(-2.4609375, 41.75428874036156)(-2.4609375, 41.75428874036156)"
0,2002,2,10,2002-07-11,2002-07-14,4,293842,13096961.07,1230.94,07-13,15.75,15.63,"(-4.21875, 9.140625, 50.1753080588334, 54.3858129450494)","(0.0, 52.841961460882445)(1.7578125, 52.280560785003146)(3.1640625, 52.280560785003146)(5.9765625, 52.280560785003146)"
0,2002,3,11,2002-07-12,2002-07-14,3,46050,1479229.11,170.93,07-14,13.91,14.1,"(5.625, 8.4375, 45.9647996959973, 47.3683028045918)","(7.3828125, 46.3156754915261)(7.03125, 46.666551262548005)(7.03125, 46.666551262548005)"
0,2002,4,32,2002-08-02,2002-08-01,18,992014,165276903.35,6033.93,07-31,26.63,25.63,"(4.921875, 14.765625, 38.9472804370071, 54.3858129450494)","(10.8984375, 44.56129553915843)(11.6015625, 44.210419756678746)(11.25, 43.157792260166396)(11.6015625, 42.45604048095604)(11.6015625, 42.806916381464276)(11.6015625, 42.45604048095604)(11.953125, 41.854538855722524)(12.3046875, 47.36830277880653)(12.65625, 46.31567545566524)(11.6015625, 45.96479955593274)(11.6015625, 44.91217179052708)(12.3046875, 44.91217179052708)(12.65625, 43.50866844329996)(11.953125, 44.561296244089036)(10.546875, 48.01607224494549)(9.84375, 47.0174255074943)(10.1953125, 47.0174255074943)(10.1953125, 47.0174255074943)"
0,2002,5,32,2002-08-02,2002-08-01,10,391694,64418910.15,2458.66,08-07,29.58,29.75,"(0.703125, 14.765625, 35.4385190210863, 38.9472804370071)","(13.0078125, 37.19289979422315)(13.0078125, 37.19289979422315)(8.173828125, 37.19289979422315)(7.734375, 37.19289979422315)(7.734375, 37.19289979422315)(7.734375, 37.19289979422315)(8.0859375, 37.19289979422315)(12.65625, 36.84202366566636)(13.7109375, 38.2455282198601)(13.359375, 37.543775948850524)"
0,2002,6,32,2002-08-02,2002-08-01,3,46100,3154474.75,295.63,08-01,28.51,28.55,"(9.140625, 10.546875, 39.649032596592, 41.7542887927827)","(9.84375, 41.052536759987404)(10.1953125, 41.052536759987404)(9.84375, 40.70166071913855)"
0,2002,7,34,2002-08-04,2002-08-08,5,133524,14047704.14,803.82,08-07,27.54,27.69,"(-4.21875, 0.0, 36.8420237038942, 41.0525367766618)","(-1.7578125, 39.99990863019465)(-1.7578125, 39.2981564572253)(-2.109375, 38.94728034960657)(-2.109375, 38.596404278430704)(-2.4609375, 38.596404278430704)"
0,2002,8,41,2002-08-11,2002-08-18,8,234439,23814266.34,1120.37,08-12,24.21,23.31,"(8.4375, 14.765625, 41.7542887927827, 46.6665512870549)","(11.6015625, 44.91217208458335)(11.6015625, 44.2104202570991)(11.953125, 44.2104202570991)(12.65625, 44.2104202570991)(13.0078125, 44.2104202570991)(13.7109375, 44.561296180572874)(13.7109375, 43.85954445619158)(14.0625, 43.859544496476964)"
0,2002,9,44,2002-08-14,2002-08-17,4,152142,12532125.33,843.33,08-15,27.21,27.15,"(8.4375, 14.0625, 35.4385190210863, 37.5437759887994)","(10.546875, 36.491147523639505)(11.25, 36.491147523639505)(11.25, 36.491147523639505)(12.65625, 36.140271368586205)"
0,2003,-1 (NOISE), , , , , , , , , , , , 
0,2003,0,4,2003-07-05,2003-07-24,20,1839758,330658137.89,7093.38,07-13,20.56,18.68,"(-9.84375, 14.765625, 35.4385190210863, 54.3858129450494)","(-5.9765625, 36.491147523639505)(-5.9765625, 36.491147523639505)(-5.9765625, 36.140271368586205)(-6.328125, 38.86930770720044)(-3.8671875, 41.75428799764568)(-1.640625, 44.561294332783866)(0.0, 44.91216999750763)(2.4609375, 45.263045959597314)(2.4609375, 45.263045959597314)(2.4609375, 45.263045959597314)(2.4609375, 45.263045959597314)(2.4609375, 45.263045959597314)(1.5340909090909092, 43.85954316306341)(0.3515625, 43.508667391758266)(-0.20089285714285715, 44.21041890673437)(3.1640625, 45.93290011361493)(5.625, 48.0700530042686)(7.734375, 48.42092879379559)(10.227272727272727, 47.81942777334888)(14.0625, 43.50866856148522)"
0,2003,1,4,2003-07-05,2003-07-07,3,406153,18504624.61,1905.87,07-06,18.07,18.16,"(5.625, 14.765625, 48.0700542447729, 54.3858129450494)","(10.1953125, 51.57880977499397)(10.1953125, 51.22793422197187)(10.8984375, 51.22793422197187)"
0,2003,2,9,2003-07-10,2003-07-12,3,44339,3097576.8,233.82,07-11,26.19,26.2,"(11.953125, 13.359375, 35.4385190210863, 36.8420237038942)","(12.65625, 36.140271368586205)(12.65625, 36.140271368586205)(12.65625, 36.140271368586205)"
0,2003,3,13,2003-07-14,2003-07-18,5,51378,5658948.78,270.84,07-16,24.69,24.69,"(0.0, 1.40625, 38.9472804370071, 41.0525367766618)","(0.703125, 39.99990863019465)(0.703125, 39.99990863019465)(0.703125, 39.99990863019465)(0.703125, 39.99990863019465)(0.703125, 39.64903258137227)"
0,2003,4,16,2003-07-17,2003-07-30,14,245055,64183147.24,1602.39,07-29,28.24,28.58,"(7.03125, 11.953125, 38.9472804370071, 44.5612963074929)","(10.1953125, 41.403412759118055)(10.1953125, 41.403412759118055)(9.84375, 40.70166067834521)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.140625, 41.40341265650116)(9.4921875, 41.754288617722466)(9.4921875, 41.754288617722466)(9.4921875, 41.754288617722466)(9.4921875, 41.754288617722466)(9.140625, 41.40341265650116)"
0,2003,5,17,2003-07-18,2003-07-28,11,112414,23600944.65,656.47,07-25,27.55,27.63,"(10.546875, 14.0625, 35.4385190210863, 38.2455282337738)","(11.953125, 37.54377597548913)(11.953125, 37.54377597548913)(12.3046875, 36.84202366566636)(12.65625, 36.84202366566636)(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(11.953125, 37.54377597548913)"
0,2003,6,21,2003-07-22,2003-07-24,3,41403,3544772.57,276.72,07-24,29.58,29.62,"(13.359375, 14.765625, 40.3507847105177, 41.7542887927827)","(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)"
0,2003,7,24,2003-07-25,2003-07-24,4,169083,13216774.51,1021.14,07-26,28.72,28.76,"(-7.03125, -2.109375, 35.4385190210863, 39.649032596592)","(-4.5703125, 37.54377590884727)(-4.5703125, 37.54377590884727)(-4.921875, 37.54377590884727)(-4.5703125, 37.54377597548913)"
0,2003,8,26,2003-07-27,2003-07-31,5,389385,24719567.04,2176.3,07-29,25.4,23.32,"(8.4375, 14.765625, 43.1577926653356, 52.2805610111665)","(13.7109375, 44.56129628637077)(11.6015625, 47.719177884593435)(11.6015625, 47.719177884593435)(11.953125, 47.0174266034471)(13.7109375, 44.91217208458335)"
0,2003,9,34,2003-08-04,2003-08-09,6,236391,20051397.9,1317.37,08-05,19.04,19.17,"(4.21875, 14.765625, 50.1753080588334, 54.3858129450494)","(7.734375, 51.57881002504648)(8.7890625, 52.280560785003146)(10.1953125, 52.63143623936477)(9.84375, 52.280560785003146)(9.84375, 52.63143623936477)(9.4921875, 52.631436394439746)"
0,2003,10,44,2003-08-14,2003-08-19,6,698143,35772279.9,2940.43,08-15,16.77,16.33,"(-4.21875, 14.765625, 47.3683028045918, 54.3858129450494)","(3.6160714285714284, 51.57880977499397)(5.2734375, 50.877058638573686)(6.328125, 50.877058638573686)(10.8984375, 51.92968529643001)(11.953125, 51.92968529643001)(9.140625, 49.824432467625755)"
0,2003,11,45,2003-08-15,2003-08-26,12,305348,51890826.27,1683.88,08-24,26.1,26.0,"(7.734375, 14.765625, 38.9472804370071, 46.6665512870549)","(8.7890625, 43.157792646149325)(9.4921875, 42.10516470306837)(9.4921875, 42.10516470306837)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.4921875, 41.40341265650116)(9.84375, 41.40341265650116)(11.25, 42.806916381464276)(11.25, 42.806916381464276)(11.25, 42.806916381464276)(11.25, 42.45604048095604)(9.84375, 40.35078466271226)"
0,2003,12,47,2003-08-17,2003-08-23,7,244725,26804243.4,1145.99,08-20,21.71,21.64,"(-9.84375, -5.625, 37.5437759887994, 43.8595445166024)","(-7.734375, 40.75178575123757)(-7.734375, 41.05253660953145)(-7.734375, 41.05253660953145)(-7.734375, 40.701660547458246)(-7.734375, 40.701660547458246)(-8.0859375, 40.701660547458246)(-8.4375, 41.05253660953145)"
0,2003,13,48,2003-08-18,2003-08-25,8,824799,69962612.18,3567.84,08-21,19.27,18.56,"(-5.625, 11.25, 42.45604075651, 52.982311777713)","(-1.4765625, 47.36830264962253)(1.40625, 48.42092924976324)(2.8125, 48.07005347746807)(2.8125, 48.07005347746807)(2.8125, 47.01742643783226)(1.0546875, 46.31567507101101)(0.0, 46.31567507101101)(0.0, 46.15618605521447)"
0,2003,14,52,2003-08-22,2003-08-29,8,146172,22134285.5,836.93,08-28,28.35,28.2,"(9.84375, 14.0625, 35.4385190210863, 38.9472804370071)","(12.3046875, 36.84202366566636)(12.3046875, 36.84202366566636)(11.953125, 36.84202366566636)(11.953125, 37.19289979422315)(11.953125, 37.19289979422315)(11.953125, 37.19289979422315)(11.953125, 37.19289979422315)(12.65625, 36.140271368586205)"
0,2004,-1 (NOISE), , , , , , , , , , , , 
0,2004,0,6,2004-07-07,2004-07-15,9,200556,29459328.79,1198.03,07-12,28.02,27.86,"(8.4375, 14.765625, 35.4385190210863, 38.2455282337738)","(14.0625, 37.192899846346805)(13.359375, 36.84202369115724)(11.640625, 36.491147523639505)(11.6015625, 36.84202366566636)(11.6015625, 36.84202366566636)(11.6015625, 36.84202366566636)(11.953125, 36.84202366566636)(11.953125, 36.491147523639505)(12.65625, 36.140271368586205)"
0,2004,1,8,2004-07-09,2004-07-08,3,41403,2995299.85,251.93,07-08,28.3,28.3,"(13.359375, 14.765625, 40.3507847105177, 41.7542887927827)","(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)(14.0625, 41.052536759987404)"
0,2004,2,8,2004-07-09,2004-07-12,4,69442,5420402.98,375.44,07-10,26.23,25.98,"(7.734375, 9.84375, 39.649032596592, 41.7542887927827)","(8.7890625, 40.70166071913855)(8.7890625, 40.70166071913855)(9.140625, 40.70166071913855)(8.4375, 40.35078469459051)"
0,2004,3,9,2004-07-10,2004-07-23,14,864733,106190927.15,3804.03,07-20,16.78,16.9,"(-5.625, 14.765625, 45.9647996959973, 54.3858129450494)","(-1.40625, 53.33318703966727)(1.5144230769230769, 52.63143623936477)(2.109375, 50.175307385181746)(4.21875, 50.175307385181746)(4.5703125, 50.175307385181746)(5.625, 50.175307385181746)(0.21634615384615385, 49.824431921859436)(-0.703125, 50.175307385181746)(2.109375, 50.175307385181746)(3.8671875, 50.175307385181746)(3.515625, 50.175307385181746)(4.21875, 51.57880977499397)(3.515625, 52.9823116580891)(2.109375, 52.280560973551964)"
0,2004,4,10,2004-07-11,2004-07-16,6,63599,7533116.14,320.67,07-14,23.97,24.07,"(-7.734375, -5.625, 35.4385190210863, 37.5437759887994)","(-6.6796875, 36.84202369115724)(-6.6796875, 36.84202369115724)(-6.6796875, 36.491147523639505)(-6.6796875, 36.491147523639505)(-6.6796875, 36.491147523639505)(-7.03125, 36.491147523639505)"
0,2004,5,18,2004-07-19,2004-07-21,3,44339,3045443.0,243.73,07-21,26.86,26.9,"(10.546875, 11.953125, 35.4385190210863, 36.8420237038942)","(11.25, 36.49114754233615)(11.25, 36.140271368586205)(11.25, 36.140271368586205)"
0,2004,6,23,2004-07-24,2004-07-28,5,435304,34904957.81,2342.1,07-27,24.07,23.55,"(-9.84375, -2.8125, 36.1402713807781, 43.8595445166024)","(-7.734375, 39.29815633773168)(-7.03125, 39.9999083799379)(-6.328125, 39.9999083799379)(-6.328125, 39.9999083799379)(-4.5703125, 40.35078466271226)"
0,2004,7,25,2004-07-26,2004-07-28,3,85838,4126023.55,400.81,07-28,17.27,17.25,"(-1.40625, 4.21875, 50.8770591457431, 53.6840624247402)","(1.0546875, 52.28056089822784)(1.40625, 52.28056089822784)(2.109375, 52.28056089822784)"
0,2004,8,26,2004-07-27,2004-07-29,3,39741,1646595.34,205.31,07-29,18.01,18.24,"(6.328125, 9.140625, 52.982311777713, 54.3858129450494)","(6.6796875, 54.0349376848948)(7.734375, 53.68406238250086)(7.734375, 53.68406238250086)"
0,2004,9,32,2004-08-02,2004-08-01,3,380879,17807451.02,1824.68,08-01,19.06,18.77,"(1.40625, 14.765625, 49.4735568764181, 54.3858129450494)","(8.7890625, 51.92968529643001)(8.0859375, 51.92968529643001)(8.0859375, 51.92968529643001)"
0,2004,10,36,2004-08-06,2004-08-09,4,178872,11830415.88,829.24,08-08,20.0,20.41,"(-9.84375, -6.328125, 38.9472804370071, 43.8595445166024)","(-8.4375, 42.4560407015785)(-8.0859375, 41.40341265650116)(-8.0859375, 41.40341265650116)(-8.0859375, 41.40341265650116)"
0,2004,11,36,2004-08-06,2004-08-09,4,58154,5212525.03,349.51,08-08,26.36,26.53,"(2.8125, 4.921875, 41.7542887927827, 43.8595445166024)","(4.21875, 43.157792646149325)(3.8671875, 42.806916682807675)(3.8671875, 42.806916682807675)(3.8671875, 42.806916682807675)"
0,2004,12,40,2004-08-10,2004-08-09,3,83097,6148979.02,532.26,08-09,29.6,29.63,"(-2.109375, 0.703125, 39.649032596592, 41.7542887927827)","(-0.703125, 40.70166071913855)(-0.703125, 40.70166071913855)(-0.703125, 40.70166071913855)"
0,2004,13,40,2004-08-10,2004-08-09,4,81008,7859489.26,531.03,08-11,28.54,28.63,"(8.4375, 10.546875, 41.0525367766618, 43.8595445166024)","(9.4921875, 42.10516474782253)(9.4921875, 42.4560407015785)(9.4921875, 42.4560407015785)(9.4921875, 42.4560407015785)"
0,2004,14,41,2004-08-11,2004-08-13,3,54148,4295429.83,371.0,08-11,29.68,30.07,"(9.140625, 11.25, 35.4385190210863, 36.8420237038942)","(10.1953125, 36.140271368586205)(10.1953125, 36.140271368586205)(10.1953125, 36.140271368586205)"
0,2004,15,45,2004-08-15,2004-08-17,3,64133,5399331.54,395.14,08-17,28.8,28.81,"(6.328125, 9.140625, 35.4385190210863, 36.8420237038942)","(7.734375, 36.140271368586205)(7.734375, 36.140271368586205)(7.734375, 36.140271368586205)"
0,2004,16,56,2004-08-26,2004-08-31,6,599509,47393664.53,3238.31,08-30,18.6,19.66,"(-9.84375, 3.515625, 45.9647996959973, 54.3858129450494)","(-7.3828125, 53.68406238250086)(-4.5703125, 52.9823116580891)(-3.8671875, 50.175307385181746)(-3.515625, 50.175307385181746)(-3.1640625, 50.52618302594712)(-3.1640625, 50.175307385181746)"
0,2005,0,0,2005-07-01,2005-07-09,9,398405,44968359.77,1733.78,07-05,20.56,20.28,"(-8.4375, 0.703125, 36.8420237038942, 42.45604075651)","(-5.625, 39.999908653554854)(-5.9765625, 39.99990859122252)(-5.2734375, 39.29815640500359)(-4.5703125, 39.649032444059856)(-3.515625, 39.649032444059856)(-3.1640625, 39.649032444059856)(-2.4609375, 39.649032444059856)(-2.109375, 39.649032444059856)(-1.40625, 39.649032444059856)"
0,2005,-1 (NOISE), , , , , , , , , , , , 
0,2005,1,5,2005-07-06,2005-07-10,5,106863,6020303.54,411.9,07-09,17.86,17.56,"(3.515625, 9.140625, 44.5612963074929, 46.6665512870549)","(5.9765625, 45.26304801283573)(5.625, 45.61392383139052)(5.9765625, 45.26304801283573)(6.328125, 45.61392383139052)(7.03125, 45.61392383139052)"
0,2005,2,13,2005-07-14,2005-07-16,3,109264,5063156.77,442.07,07-14,18.5,18.25,"(-4.21875, -0.703125, 40.3507847105177, 43.1577926653356)","(-2.4609375, 41.75428874036156)(-2.4609375, 41.75428874036156)(-2.109375, 41.754288775318166)"
0,2005,3,16,2005-07-17,2005-07-16,4,569143,25220947.95,2142.5,07-16,16.35,16.25,"(0.0, 14.765625, 42.45604075651, 50.1753080588334)","(8.7890625, 46.66655113977607)(4.921875, 44.91217200857524)(7.3828125, 46.31567507101101)(7.3828125, 46.31567507101101)"
0,2005,4,21,2005-07-22,2005-07-24,3,122958,6454723.49,510.93,07-24,18.15,18.17,"(-9.140625, -5.625, 39.649032596592, 43.1577926653356)","(-7.3828125, 41.40341271639997)(-7.3828125, 41.40341271639997)(-7.3828125, 41.40341271639997)"
0,2005,5,24,2005-07-25,2005-07-24,3,38650,2193615.28,186.33,07-25,22.55,22.7,"(-8.4375, -7.03125, 36.8420237038942, 38.2455282337738)","(-7.734375, 37.54377597548913)(-7.734375, 37.543775968834)(-7.734375, 37.54377597548913)"
0,2005,6,24,2005-07-25,2005-07-24,4,128212,8118889.12,675.32,07-25,21.4,21.56,"(-1.40625, 3.515625, 43.8595445166024, 47.3683028045918)","(1.0546875, 45.61392377445938)(1.0546875, 45.964799626030775)(-0.3515625, 44.56129628637077)(1.0546875, 45.61392377445938)"
0,2005,7,24,2005-07-25,2005-07-24,3,63733,4368994.94,314.56,07-24,25.57,25.45,"(-7.03125, -4.921875, 35.4385190210863, 37.5437759887994)","(-5.9765625, 36.491147523639505)(-5.9765625, 36.140271368586205)(-5.9765625, 36.491147523639505)"
0,2005,8,32,2005-08-02,2005-08-01,8,551711,60264172.31,2825.05,08-06,23.9,23.74,"(-9.84375, 0.703125, 35.4385190210863, 43.8595445166024)","(-5.9765625, 39.99990846618743)(-5.9765625, 39.99990846618743)(-4.921875, 39.649032367513854)(-4.5703125, 39.649032275410846)(-4.5703125, 39.649032275410846)(-3.1640625, 38.59640416418931)(-2.8125, 38.2455282198601)(-7.734375, 42.8069167109228)"
0,2005,9,34,2005-08-04,2005-08-08,5,298726,22195912.36,1629.89,08-06,23.13,22.77,"(0.703125, 13.359375, 43.8595445166024, 47.3683028045918)","(5.323660714285714, 44.9121721387774)(7.734375, 45.61392377445938)(7.03125, 45.61392377445938)(7.3828125, 45.61392377445938)(8.7890625, 45.26304801283573)"
0,2005,10,52,2005-08-22,2005-08-24,3,217176,14823046.16,1224.54,08-23,27.02,27.14,"(-8.4375, -2.109375, 35.4385190210863, 39.649032596592)","(-5.2734375, 37.54377590884727)(-5.2734375, 37.54377590884727)(-5.2734375, 37.19289979422315)"
0,2006,-1 (NOISE), , , , , , , , , , , , 
0,2006,0,2,2006-07-03,2006-07-05,3,51716,2510614.72,208.55,07-05,18.63,18.41,"(-4.921875, -2.8125, 38.9472804370071, 40.3507847105177)","(-3.8671875, 39.64903258137227)(-3.8671875, 39.64903258137227)(-3.8671875, 39.64903258137227)"
0,2006,1,3,2006-07-04,2006-07-06,3,56365,3046786.85,259.69,07-05,21.62,21.62,"(-7.734375, -5.625, 38.9472804370071, 40.3507847105177)","(-6.6796875, 39.64903258137227)(-6.6796875, 39.64903258137227)(-6.6796875, 39.64903258137227)"
