Ensemble member,year,Heatwave number (clusterID),day 0 (index),start date,end date,duration in days,maximum spatial extent in km2,cumulative_heat_index (C*km2),peak intensity (max(sum(temp) per day)),peak intensity day,average daily temp (mean(mean C per day)),average daily temp (mean of all temperatures),"spatial range (lon_min, lon_max, lat_min, lat_max)",midpoint tracker
0,2001,4,4,2001-07-05,2001-07-09,5,44339,4981063.3,253.09,07-08,27.07,27.29,"(-5.625, -3.515625, 35.4385190210863, 36.8420237038942)","(-4.5703125, 36.140271368586205)(-4.921875, 36.140271368586205)(-4.5703125, 36.140271368586205)(-4.5703125, 36.140271368586205)(-4.21875, 36.140271368586205)"
0,2001,5,4,2001-07-05,2001-07-11,7,324189,34617316.85,1709.38,07-08,23.75,23.47,"(-5.625, 2.8125, 36.8420237038942, 43.8595445166024)","(-2.4609375, 38.596404278430704)(-1.40625, 39.99990846618743)(-1.40625, 39.99990846618743)(-1.40625, 40.350784470770606)(-0.703125, 40.350784470770606)(0.0, 39.649032444059856)(-0.3515625, 38.947280393338005)"
0,2001,6,17,2001-07-18,2001-07-23,6,285160,35751523.81,1770.92,07-22,29.19,29.33,"(1.40625, 13.359375, 35.4385190210863, 37.5437759887994)","(9.140625, 36.491147523639505)(7.20703125, 36.491147523639505)(7.3828125, 36.491147523639505)(7.3828125, 36.491147523639505)(7.3828125, 36.491147523639505)(10.1953125, 36.491147523639505)"
0,2001,7,19,2001-07-20,2001-07-22,3,54010,2427194.08,214.17,07-20,17.5,17.37,"(0.703125, 2.8125, 41.7542887927827, 43.1577926653356)","(1.7578125, 42.45604073820943)(1.7578125, 42.45604073820943)(1.7578125, 42.105164774646354)"
0,2001,8,26,2001-07-27,2001-07-29,3,167146,14424380.42,1038.49,07-29,31.2,31.19,"(4.21875, 10.546875, 35.4385190210863, 37.5437759887994)","(7.3828125, 36.140271368586205)(7.3828125, 36.491147523639505)(7.3828125, 36.491147523639505)"
0,2001,9,33,2001-08-03,2001-08-07,5,373428,17183652.67,1573.87,08-06,15.35,15.64,"(-9.84375, 4.921875, 49.4735568764181, 54.3858129450494)","(-7.03125, 53.68406238250086)(-4.026988636363637, 52.63143623936477)(-2.8125, 51.92968529643001)(-2.4609375, 51.92968529643001)(-1.23046875, 52.280560785003146)"
0,2001,10,35,2001-08-05,2001-08-07,3,44226,1592795.83,181.94,08-05,16.84,16.47,"(-0.703125, 2.109375, 48.0700542447729, 49.4735568764181)","(0.703125, 48.7718055748989)(0.703125, 48.7718055748989)(0.703125, 48.0700542447729)"
0,2001,11,39,2001-08-09,2001-08-13,5,239478,22910769.41,1284.06,08-11,24.02,24.62,"(-9.84375, -6.328125, 36.8420237038942, 43.1577926653356)","(-8.7890625, 39.64903255091048)(-8.0859375, 39.99990846618743)(-8.0859375, 39.99990846618743)(-8.0859375, 39.99990846618743)(-8.0859375, 39.99990846618743)"
0,2001,12,41,2001-08-11,2001-08-14,4,106323,4582874.75,475.89,08-14,16.56,16.82,"(-9.84375, -5.625, 51.5788101317764, 54.3858129450494)","(-8.4375, 51.92968557147145)(-7.734375, 52.9823116580891)(-8.4375, 52.9823116580891)(-7.734375, 52.9823116580891)"
0,2001,13,49,2001-08-19,2001-08-31,13,609645,134988062.39,3079.31,08-21,22.06,21.78,"(-9.84375, 4.921875, 35.4385190210863, 49.4735568764181)","(-4.921875, 39.99990859122252)(-2.4609375, 39.649032275410846)(-2.4609375, 40.350784261523394)(-2.4609375, 40.350784261523394)(-2.4776785714285716, 39.999908277702424)(-1.0546875, 42.45604037010347)(-1.0546875, 42.98235376891258)(-3.1640625, 42.59639009192999)(-3.515625, 42.105163877938686)(-3.515625, 41.75428799764568)(-3.515625, 40.350784261523394)(-3.8671875, 39.298156255311554)(-3.515625, 39.298156255311554)"
0,2001,14,56,2001-08-26,2001-08-25,4,85185,3257170.55,338.61,08-27,14.96,14.85,"(-9.84375, -5.625, 51.5788101317764, 53.6840624247402)","(-8.4375, 52.631436336349026)(-7.734375, 52.631436336349026)(-7.734375, 52.280560973551964)(-9.4921875, 52.280560973551964)"
0,2001,15,58,2001-08-28,2001-08-31,4,70522,4174182.12,310.19,08-31,19.43,19.18,"(2.109375, 4.21875, 41.7542887927827, 45.263048035017)","(3.515625, 42.45604073820943)(3.515625, 43.157792607744724)(3.1640625, 43.50866851229011)(3.1640625, 43.50866851229011)"
0,2001,16,58,2001-08-28,2001-08-30,3,50790,1684437.58,186.16,08-28,14.38,14.36,"(2.8125, 5.625, 49.4735568764181, 50.8770591457431)","(4.21875, 50.1753080269982)(4.21875, 50.1753080269982)(3.515625, 49.824432467625755)"
0,2002,-1 (NOISE), , , , , , , , , , , , 
0,2002,0,3,2002-07-04,2002-07-16,13,1059607,106012674.61,4654.33,07-08,20.21,18.86,"(-9.84375, 14.0625, 36.8420237038942, 50.8770591457431)","(-5.625, 41.05253660953145)(-3.8671875, 42.80691625828121)(0.4364224137931034, 43.85954359938245)(2.109375, 43.85954359938245)(2.109375, 43.85954359938245)(1.7578125, 44.56129534448475)(5.625, 44.64385418870912)(4.597355769230769, 41.28645363897427)(-8.4375, 39.29815640500359)(-8.4375, 39.29815640500359)(-8.4375, 39.29815640500359)(-8.4375, 38.94728034960657)(-8.7890625, 38.94728034960657)"
0,2002,1,16,2002-07-17,2002-07-16,4,418213,19016517.65,1728.66,07-17,17.66,17.27,"(-2.8125, 7.734375, 43.1577926653356, 50.1753080588334)","(2.4609375, 46.66655091778382)(2.8125, 46.66655091778382)(-0.703125, 46.31567539582113)(1.7578125, 46.666551041272555)"
0,2002,2,15,2002-07-16,2002-07-20,5,204884,8522769.38,769.73,07-19,15.46,14.93,"(7.734375, 14.765625, 45.9647996959973, 50.8770591457431)","(9.140625, 50.1753080588334)(11.25, 49.12268119588252)(11.25, 48.42092981252947)(11.953125, 48.420929714614644)(13.359375, 46.666551262548005)"
0,2002,3,19,2002-07-20,2002-07-22,3,64087,3170100.29,342.42,07-21,21.86,22.47,"(11.25, 14.765625, 44.5612963074929, 46.6665512870549)","(12.796875, 45.9647996959973)(13.0078125, 45.61392383139052)(13.359375, 45.26304801283573)"
0,2002,4,48,2002-08-18,2002-08-17,4,125190,5905215.1,589.94,08-17,18.35,18.56,"(-4.921875, 0.703125, 47.3683028045918, 50.1753080588334)","(-2.109375, 48.77180551762438)(-1.7578125, 49.4735568764181)(-2.8125, 48.77180551762438)(-2.109375, 48.77180551762438)"
0,2002,5,48,2002-08-18,2002-08-17,3,46133,1918848.69,205.12,08-18,16.64,16.62,"(-5.625, -2.8125, 50.1753080588334, 51.5788101317764)","(-4.21875, 50.87705911211763)(-4.921875, 50.87705911211763)(-4.21875, 50.87705911211763)"
0,2002,6,48,2002-08-18,2002-08-17,3,83574,3010160.83,356.14,08-17,14.74,14.82,"(-9.84375, -5.625, 52.2805610111665, 54.3858129450494)","(-7.734375, 53.33318703966727)(-8.7890625, 53.33318703966727)(-7.734375, 53.33318703966727)"
0,2002,7,50,2002-08-20,2002-08-31,12,990959,161511644.0,5106.91,08-23,23.67,23.62,"(-7.734375, 14.765625, 35.4385190210863, 47.3683028045918)","(3.515625, 42.45604073820943)(2.0424107142857144, 41.754288617722466)(4.21875, 42.10516420678941)(4.21875, 41.75428815820051)(3.515625, 40.70166022617802)(3.1640625, 40.70166022617802)(3.515625, 40.70166022617802)(4.921875, 41.05253617093548)(4.921875, 40.70166022617802)(5.9446022727272725, 40.94457429805627)(8.8330078125, 43.50866844329996)(9.735576923076923, 43.50866844329996)"
0,2003,-1 (NOISE), , , , , , , , , , , , 
0,2003,0,0,2003-07-01,2003-07-03,3,67512,2887155.03,252.52,07-01,16.43,16.46,"(-5.625, -2.8125, 41.7542887927827, 43.1577926653356)","(-4.21875, 42.45604073820943)(-4.21875, 42.45604073820943)(-4.21875, 42.45604073820943)"
0,2003,1,0,2003-07-01,2003-07-04,4,99312,3328057.87,403.6,07-02,14.9,14.78,"(-0.703125, 3.515625, 49.4735568764181, 52.982311777713)","(1.7578125, 52.04664397820753)(1.40625, 51.22793450027509)(1.40625, 51.22793450027509)(0.0, 49.824432467625755)"
0,2003,2,1,2003-07-02,2003-07-04,3,63818,3055891.17,265.7,07-03,18.41,18.36,"(-1.40625, 1.40625, 44.5612963074929, 46.6665512870549)","(-0.3515625, 45.61392383139052)(0.0, 45.61392383139052)(0.0, 45.26304801283573)"
0,2003,3,4,2003-07-05,2003-07-10,6,158921,16080399.62,849.5,07-07,24.22,24.5,"(-9.84375, -4.921875, 36.1402713807781, 39.649032596592)","(-7.3828125, 37.19289982681138)(-7.3828125, 37.543775948850524)(-7.3828125, 37.89465205680744)(-7.734375, 37.89465205680744)(-8.0859375, 38.2455281920133)(-8.0859375, 37.54377597548913)"
0,2003,4,13,2003-07-14,2003-07-16,3,142875,9272793.96,791.55,07-15,25.5,25.49,"(-7.734375, -4.21875, 38.9472804370071, 43.1577926653356)","(-5.9765625, 41.052536676486696)(-5.9765625, 41.052536676486696)(-5.9765625, 41.40341271639997)"
0,2003,5,16,2003-07-17,2003-07-16,3,80796,2589455.27,293.93,07-18,13.69,13.58,"(-9.84375, -6.328125, 51.5788101317764, 54.3858129450494)","(-8.0859375, 53.33318703966727)(-8.0859375, 52.9823116580891)(-8.4375, 52.98231173787323)"
0,2003,6,23,2003-07-24,2003-07-28,5,490547,29462457.18,2017.62,07-25,15.61,15.76,"(0.703125, 14.765625, 43.8595445166024, 54.3858129450494)","(8.4375, 49.824431717312834)(8.4375, 49.12268052891595)(8.0859375, 48.77180479476171)(7.265625, 46.40339422099341)(8.4375, 45.96479955593274)"
0,2003,7,26,2003-07-27,2003-07-29,3,84541,4252326.19,370.61,07-28,20.9,20.59,"(-8.4375, -6.328125, 38.2455282337738, 41.0525367766618)","(-7.3828125, 39.64903255091048)(-7.3828125, 39.64903255091048)(-7.3828125, 39.99990863019465)"
0,2003,8,32,2003-08-02,2003-08-01,8,683262,85148258.16,3566.21,08-04,25.31,25.1,"(-9.84375, 3.515625, 35.4385190210863, 44.5612963074929)","(-3.1640625, 40.70166045716413)(-3.1640625, 40.350784374365205)(-3.1640625, 39.999908277702424)(-3.8671875, 39.298156255311554)(-5.9765625, 38.59640416418931)(-5.9765625, 37.894652009056074)(-6.6796875, 39.649032444059856)(-5.9765625, 39.99990846618743)"
0,2003,9,41,2003-08-11,2003-08-26,16,1640196,364779810.16,8615.66,08-23,21.22,21.2,"(-2.8125, 14.765625, 38.2455282337738, 54.3858129450494)","(5.0390625, 46.7668013216207)(7.3828125, 44.912171648090066)(7.3828125, 45.61392294478921)(7.3828125, 46.66654991522978)(6.6796875, 46.66654991522978)(5.9765625, 45.96479863249327)(5.9765625, 44.21041991381677)(5.9765625, 44.9121712950798)(6.6796875, 46.31567402985603)(7.03125, 46.31567402985603)(7.03125, 46.31567402985603)(6.6796875, 45.61392247572118)(6.6796875, 46.31567374315231)(7.03125, 46.31567374315231)(10.1953125, 46.63313273858263)(11.1796875, 42.45604048095604)"
0,2003,10,45,2003-08-15,2003-08-22,8,116167,15811279.2,652.85,08-18,27.45,27.33,"(11.953125, 14.765625, 36.1402713807781, 38.9472804370071)","(13.7109375, 37.54377597548913)(13.7109375, 37.894652090868625)(13.359375, 37.543775948850524)(13.359375, 37.543775948850524)(13.359375, 37.894652090868625)(13.359375, 38.2455282198601)(13.359375, 37.894652090868625)(14.4140625, 38.2455282198601)"
0,2003,11,52,2003-08-22,2003-08-24,3,39741,1465685.5,176.94,08-23,16.36,16.25,"(-2.109375, 0.703125, 52.982311777713, 54.3858129450494)","(-1.0546875, 53.68406238250086)(-0.703125, 53.68406238250086)(0.0, 53.68406238250086)"
0,2003,12,59,2003-08-29,2003-08-31,3,76344,2948420.84,335.18,08-31,16.29,16.37,"(-5.625, -1.40625, 50.1753080588334, 52.2805610111665)","(-3.515625, 50.87705911211763)(-3.515625, 50.87705911211763)(-3.515625, 51.22793458687985)"
0,2004,-1 (NOISE), , , , , , , , , , , , 
0,2004,0,0,2004-07-01,2004-07-14,14,1110612,134896061.37,5014.54,07-07,20.16,19.84,"(-9.84375, 14.0625, 35.4385190210863, 53.6840624247402)","(-8.4375, 41.75428868785746)(-8.4375, 41.40341265650116)(-4.410511363636363, 45.31702702901859)(-2.5904605263157894, 45.26304647373682)(1.40625, 47.71917768240819)(2.109375, 45.75122137273323)(2.109375, 45.263046263332)(-2.4609375, 44.21041890673437)(-3.8671875, 42.65654008530903)(-4.5703125, 39.649032275410846)(-4.5703125, 39.649032275410846)(-4.5703125, 38.245528094345595)(-0.3515625, 39.64903255091048)(0.0, 38.94728042245763)"
0,2004,1,5,2004-07-06,2004-07-08,3,71916,3105523.27,337.54,07-06,17.74,18.06,"(11.25, 14.765625, 48.0700542447729, 50.1753080588334)","(13.0078125, 49.12268119588252)(13.0078125, 49.12268119588252)(14.0625, 48.7718055748989)"
0,2004,2,26,2004-07-27,2004-07-29,3,44339,2798592.81,210.18,07-28,23.81,23.69,"(-7.03125, -5.625, 35.4385190210863, 36.8420237038942)","(-6.328125, 36.140271368586205)(-6.328125, 36.140271368586205)(-6.328125, 36.140271368586205)"
0,2004,3,26,2004-07-27,2004-08-01,6,354313,23855387.27,1451.64,07-31,17.04,16.96,"(-3.515625, 7.03125, 43.8595445166024, 49.4735568764181)","(-1.7578125, 45.964799626030775)(1.0546875, 46.66655113977607)(2.109375, 46.66655113977607)(1.5, 46.31567531187936)(1.7578125, 46.666551041272555)(4.5703125, 47.01742685685633)"
0,2004,4,27,2004-07-28,2004-07-30,3,53161,3020626.21,251.01,07-29,22.81,23.1,"(-9.140625, -7.03125, 36.8420237038942, 38.2455282337738)","(-8.4375, 37.192899846346805)(-8.0859375, 37.54377597548913)(-8.0859375, 37.54377597548913)"
0,2004,5,32,2004-08-02,2004-08-01,7,174228,21998068.4,1030.59,08-05,26.39,26.73,"(7.734375, 14.0625, 41.0525367766618, 45.263048035017)","(10.8984375, 42.4560407015785)(10.8984375, 42.4560407015785)(11.25, 43.157792550057486)(10.8984375, 43.157792550057486)(10.546875, 43.157792550057486)(9.140625, 43.508668590968995)(9.4921875, 43.157792646149325)"
0,2004,6,32,2004-08-02,2004-08-01,3,59472,3084814.31,315.73,08-02,23.58,23.35,"(11.953125, 14.765625, 44.5612963074929, 46.6665512870549)","(13.359375, 45.61392383139052)(13.7109375, 45.26304801283573)(13.7109375, 45.61392383139052)"
0,2004,7,32,2004-08-02,2004-08-05,4,75903,5504618.86,409.41,08-04,24.66,24.63,"(2.109375, 4.921875, 41.7542887927827, 43.8595445166024)","(4.21875, 42.806916682807675)(3.515625, 42.806916682807675)(3.515625, 42.806916682807675)(3.1640625, 42.806916682807675)"
0,2004,8,33,2004-08-03,2004-08-05,3,60113,2475157.24,269.37,08-04,20.62,19.87,"(2.8125, 6.328125, 44.5612963074929, 45.9647996959973)","(4.5703125, 44.5612963074929)(4.5703125, 45.26304801283573)(4.5703125, 45.26304801283573)"
0,2004,9,35,2004-08-05,2004-08-08,4,78072,4926186.55,457.57,08-07,25.36,25.22,"(11.953125, 14.765625, 43.1577926653356, 45.9647996959973)","(14.0625, 44.91217217125495)(13.359375, 44.561296244089036)(13.7109375, 44.561296244089036)(14.0625, 43.859544496476964)"
0,2004,10,35,2004-08-05,2004-08-07,3,379926,14662681.35,1698.73,08-06,16.82,16.91,"(4.921875, 14.765625, 46.6665512870549, 53.6840624247402)","(9.84375, 50.175307739391215)(9.84375, 50.175307578756)(10.546875, 50.175307578756)"
0,2004,11,40,2004-08-10,2004-08-18,9,295708,35480467.15,1606.51,08-15,25.87,25.74,"(-9.84375, 0.0, 36.8420237038942, 41.7542887927827)","(-8.4375, 38.596404278430704)(-8.4375, 38.596404278430704)(-8.4375, 38.596404278430704)(-8.0859375, 38.94728034960657)(-6.328125, 38.94728034960657)(-4.5703125, 39.29815640500359)(-4.21875, 39.29815640500359)(-2.109375, 38.94728034960657)(-2.4609375, 38.596404278430704)"
0,2004,12,48,2004-08-18,2004-08-17,4,73540,5232674.93,388.67,08-17,24.97,25.38,"(-7.03125, -4.921875, 35.4385190210863, 37.5437759887994)","(-5.9765625, 36.491147523639505)(-6.6796875, 36.140271368586205)(-5.9765625, 36.491147523639505)(-5.9765625, 36.491147523639505)"
0,2005,-1 (NOISE), , , , , , , , , , , , 
0,2005,0,37,2005-08-07,2005-08-12,6,132616,14711512.62,771.81,08-10,28.6,28.19,"(5.625, 10.546875, 35.4385190210863, 37.5437759887994)","(7.734375, 36.140271368586205)(8.0859375, 36.140271368586205)(7.734375, 36.491147523639505)(8.0859375, 36.491147523639505)(8.0859375, 36.491147523639505)(8.4375, 35.789395200932205)"
0,2005,1,40,2005-08-10,2005-08-13,4,72959,5560256.58,421.79,08-11,28.01,27.87,"(12.65625, 14.765625, 36.1402713807781, 38.2455282337738)","(13.7109375, 37.192899846346805)(13.7109375, 37.19289982681138)(13.7109375, 37.19289982681138)(14.0625, 36.49114754233615)"
0,2005,2,56,2005-08-26,2005-08-25,4,59118,6117393.45,368.0,08-24,30.38,30.27,"(2.8125, 4.921875, 35.4385190210863, 36.8420237038942)","(3.8671875, 35.789395200932205)(3.8671875, 36.140271368586205)(3.8671875, 36.140271368586205)(3.8671875, 36.140271368586205)"
0,2005,3,56,2005-08-26,2005-08-25,3,59118,4571057.47,365.65,08-27,30.99,30.91,"(5.625, 7.734375, 35.4385190210863, 36.8420237038942)","(6.6796875, 35.789395200932205)(6.6796875, 36.140271368586205)(6.6796875, 36.140271368586205)"
0,2005,4,55,2005-08-25,2005-08-31,7,699759,48981346.1,2831.74,08-29,19.07,18.35,"(4.921875, 14.765625, 40.3507847105177, 52.2805610111665)","(11.25, 47.71917852468235)(11.953125, 45.263047555210456)(10.546875, 44.56129598934721)(9.84375, 46.31567452337667)(9.84375, 46.31567452337667)(10.546875, 46.31567452337667)(11.25, 44.21042004944476)"
0,2005,5,59,2005-08-29,2005-08-31,3,38741,2866609.15,220.53,08-31,26.94,26.95,"(13.359375, 14.765625, 36.8420237038942, 38.2455282337738)","(14.0625, 37.894652111286604)(14.0625, 37.54377597548913)(14.0625, 37.54377597548913)"
0,2006,-1 (NOISE), , , , , , , , , , , , 
0,2006,0,0,2006-07-01,2006-07-03,3,52938,1981408.21,211.19,07-02,16.13,16.23,"(-5.625, -2.109375, 47.3683028045918, 48.7718056035057)","(-3.8671875, 48.070054217623465)(-3.8671875, 48.070054217623465)(-4.21875, 48.4209299241393)"
0,2006,1,0,2006-07-01,2006-07-04,4,134539,4805977.73,526.28,07-03,15.63,15.76,"(-0.703125, 4.921875, 48.0700542447729, 50.8770591457431)","(0.703125, 49.1226812399619)(1.7578125, 49.12268119588252)(2.109375, 49.47355678585463)(2.8125, 50.1753080269982)"
0,2006,2,0,2006-07-01,2006-07-07,7,307223,17588892.35,1226.43,07-02,15.18,14.85,"(-9.84375, 0.0, 50.1753080588334, 54.3858129450494)","(-4.921875, 52.280560785003146)(-4.921875, 52.280560785003146)(-5.2734375, 52.280560785003146)(-5.9765625, 52.280560785003146)(-5.816761363636363, 52.9823116580891)(-4.21875, 54.0349376848948)(-4.5703125, 54.0349376848948)"
0,2006,3,8,2006-07-09,2006-07-08,3,84808,3117729.43,341.71,07-08,16.38,17.09,"(3.515625, 8.4375, 45.263048035017, 46.6665512870549)","(6.328125, 45.61392386550715)(5.9765625, 45.96479967268973)(5.9765625, 45.96479967268973)"
0,2006,4,7,2006-07-08,2006-07-12,5,99276,7148794.36,481.95,07-09,21.35,21.18,"(11.953125, 14.765625, 43.1577926653356, 46.6665512870549)","(14.4140625, 45.61392386550715)(13.359375, 44.561296244089036)(13.359375, 44.561296244089036)(13.359375, 44.91217208458335)(13.7109375, 44.21042038111197)"
0,2006,5,27,2006-07-28,2006-08-22,26,605152,152991203.12,2581.05,08-11,16.27,16.45,"(-9.84375, 14.765625, 45.263048035017, 54.3858129450494)","(-2.4609375, 52.9823116580891)(-4.5703125, 52.63143623936477)(-1.7578125, 52.280560785003146)(1.40625, 52.280560785003146)(2.4609375, 52.63143623936477)(3.515625, 52.280560785003146)(3.33984375, 52.280560785003146)(0.2197265625, 51.57880977499397)(-3.8671875, 50.175307385181746)(-3.515625, 50.175307385181746)(-3.1640625, 50.175307385181746)(-3.1640625, 49.824431717312834)(-3.515625, 49.824431717312834)(-3.515625, 49.824431717312834)(-3.1640625, 49.824431717312834)(-3.1640625, 49.824431717312834)(-3.8671875, 49.824431717312834)(-3.515625, 50.175307385181746)(-4.21875, 50.23378659424538)(-4.921875, 50.23378659424538)(-5.2734375, 49.856329653263195)(-6.591796875, 50.7600999061738)(-7.03125, 52.28056089822784)(-7.03125, 52.28056089822784)(-6.6796875, 51.92968551659975)(-7.3828125, 52.280560973551964)"
0,2006,6,36,2006-08-06,2006-08-10,5,48899,3838475.62,202.08,08-10,18.7,18.78,"(-8.4375, -6.328125, 42.45604075651, 43.8595445166024)","(-7.734375, 43.157792646149325)(-7.734375, 43.508668590968995)(-7.3828125, 43.157792646149325)(-7.3828125, 43.157792646149325)(-7.3828125, 43.157792646149325)"
0,2006,7,40,2006-08-10,2006-08-09,4,43986,3096626.5,203.35,08-12,20.7,20.7,"(-2.109375, 0.0, 43.1577926653356, 44.5612963074929)","(-1.40625, 43.859544496476964)(-1.0546875, 43.859544496476964)(-1.0546875, 43.859544496476964)(-1.40625, 43.859544496476964)"
0,2006,8,48,2006-08-18,2006-08-21,4,164418,14219677.98,939.15,08-20,27.64,27.68,"(-6.328125, -1.40625, 35.4385190210863, 39.649032596592)","(-3.8671875, 36.84202366566636)(-3.8671875, 37.54377590884727)(-3.8671875, 37.54377590884727)(-3.1640625, 37.54377590884727)"
0,2006,9,48,2006-08-18,2006-08-24,7,108384,15853342.13,638.84,08-22,29.6,29.51,"(0.0, 4.921875, 35.4385190210863, 36.8420237038942)","(1.40625, 36.140271368586205)(1.40625, 36.140271368586205)(1.7578125, 36.140271368586205)(2.109375, 36.140271368586205)(2.4609375, 36.140271368586205)(2.4609375, 36.140271368586205)(2.8125, 36.140271368586205)"
0,2006,10,51,2006-08-21,2006-08-24,4,119062,9613470.95,655.26,08-22,26.56,26.52,"(-2.8125, 1.40625, 36.8420237038942, 40.3507847105177)","(-1.0546875, 38.2455281920133)(-0.703125, 38.596404278430704)(-0.703125, 38.596404278430704)(0.0, 38.947280393338005)"
0,2006,11,54,2006-08-24,2006-08-29,6,183678,11068876.23,790.12,08-28,15.46,15.3,"(-9.84375, -2.8125, 50.8770591457431, 54.3858129450494)","(-5.9765625, 51.92968557147145)(-6.6796875, 52.63143623936477)(-6.6796875, 52.63143623936477)(-6.6796875, 52.63143623936477)(-6.328125, 52.63143623936477)(-7.3828125, 52.28056089822784)"
0,2006,12,56,2006-08-26,2006-08-25,3,53022,2746241.17,218.86,08-26,19.65,19.67,"(-9.84375, -8.4375, 36.8420237038942, 38.9472804370071)","(-9.140625, 37.894652090868625)(-9.140625, 37.894652090868625)(-9.4921875, 37.894652090868625)"
0,2007,-1 (NOISE), , , , , , , , , , , , 
0,2007,0,0,2007-07-01,2007-07-06,6,197748,20919972.65,984.15,07-03,23.87,23.53,"(-2.8125, 2.109375, 36.8420237038942, 41.7542887927827)","(-0.3515625, 39.29815640500359)(-0.3515625, 39.29815640500359)(-0.3515625, 39.29815640500359)(-0.703125, 39.29815640500359)(-0.3515625, 39.29815640500359)(0.3515625, 39.29815649447265)"
0,2007,1,0,2007-07-01,2007-07-03,3,110301,5261472.65,495.45,07-01,18.87,19.07,"(-6.328125, -2.8125, 39.649032596592, 42.45604075651)","(-4.5703125, 41.05253672661284)(-4.5703125, 41.05253672661284)(-4.5703125, 41.403412759118055)"
0,2007,2,0,2007-07-01,2007-07-03,3,40507,2354643.39,197.41,07-02,21.87,21.8,"(2.8125, 4.21875, 41.7542887927827, 43.1577926653356)","(3.515625, 42.45604073820943)(3.515625, 42.45604073820943)(3.8671875, 42.45604073820943)"
0,2007,3,2,2007-07-03,2007-07-17,15,234044,54798415.23,1215.32,07-10,25.59,25.46,"(7.734375, 14.765625, 35.4385190210863, 38.9472804370071)","(12.3046875, 36.140271368586205)(12.3046875, 36.140271368586205)(11.953125, 36.84202366566636)(12.65625, 36.84202366566636)(12.65625, 36.84202366566636)(11.25, 36.84202366566636)(11.25, 37.19289979422315)(11.25, 37.19289979422315)(11.25, 37.19289979422315)(11.6015625, 37.19289979422315)(11.953125, 37.19289979422315)(12.65625, 37.19289979422315)(12.3046875, 37.19289979422315)(12.3046875, 36.84202366566636)(12.65625, 36.84202366566636)"
0,2007,4,4,2007-07-05,2007-07-07,3,42274,2878195.91,248.48,07-06,26.57,26.62,"(9.140625, 10.546875, 38.9472804370071, 40.3507847105177)","(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)(9.84375, 39.64903258137227)"
